cx	cy	x	y	score	nptumor	nphit	tumor	name	status	top
223.27046515451846	-31.7300378597661	188.33541537231628	5.35707535627762	0.0004	343	45	HNSC	TORIN 1	Experimental	PIK3CA
1061.03320307129	80.1721649154917	1100.7859356922727	-20.9085378011559	0.99	512	153	UCEC	TRAMETINIB	Approved in cancer	KRAS | NF1 | NRAS
987.7933098055464	-26.1044719583348	1030.0001586684348	9.78683522134816e-05	0.922	292	66	STAD	BORTEZOMIB	Approved in cancer	KRAS | MAP2K1 | CTSD
147.8955426395374	2.63160201478777	215.34042950024144	-8.03264482983741	0.0004	343	45	HNSC	AMG319	Experimental	PIK3CA
294.0982662477255	-38.765318017125	300.55705298546167	4.19079456615236	0.112	502	59	KIRC	AMINOGUANIDINE	Clinical trials	VHL | MTOR
1055.048293983854	32.8638517538798	1046.9772252400082	-4.12757463132516	0.93	934	219	BRCA	ADO-TRASTUZUMAB EMTANSINE	Approved in same tumor type	ERBB2 | PIK3CA | ERBB3
884.5441093260986	-10.5331989940497	956.9456190052555	-2.22381155090875	0.822	435	183	THCA	DABRAFENIB MESYLATE	Approved in cancer	BRAF
690.1468380053446	-7.69097302532276	710.691924273309	2.58666801031359	0.586	423	79	COAD	RAF265	Clinical trials in cancer	KRAS | BRAF | RAF1
127.66552758134242	-6.24426017977331	219.32855001249393	-7.47058820350981	0.0006	543	82	LUAD	D-O-PHOSPHO THREONINE	Experimental	KRAS | NRAS | GNRHR
625.8348032240687	-52.1924145447516	585.1503388072588	3.95417950631872	0.422	512	58	UCEC	FOLFIRI REGIMEN	Clinical trials in cancer	KRAS | NRAS
1074.5810453408774	-41.6292517207183	1096.2281026279063	-17.718001652931	1.0	264	45	SKCM	SUNITINIB	Approved in cancer	KIT | KRAS | VHL
131.54313195982087	-26.8693953304565	213.1811541476241	-0.693876014654052	0.0004	153	27	BLCA	LY2183240	Experimental	NRAS | CTNNB1 | FGFR3
523.8460768708627	4.55370152162902	557.8811158917897	14.0023804130508	0.412	57	24	PAAD	1375469-38-7	Clinical trials in cancer	KRAS
726.2725099756398	4.26321927397828	714.1624262474974	-4.21047585897315	0.574	599	74	GBM	SF1126	Clinical trials in cancer	NRAS | KRAS | PTPN11
388.61547989048825	-10.4945161501938	390.9999628300857	0.000273272213007658	0.212	934	216	BRCA	MILTEFOSINE	Approved in other pathologies	PIK3CA
679.214782444865	-8.23271860500896	740.6676448697682	6.15208089908992	0.594	343	62	HNSC	APITOLISIB	Clinical trials in cancer	STK11 | PTEN | AKT1
247.09775222530288	-17.9109020615938	221.54427128788942	-29.9003211122304	0.0004	512	77	UCEC	CCT128930	Experimental	PIK3CA
691.9162658332899	-59.5768796190567	720.1950631496991	38.5374500932908	0.584	264	33	SKCM	BMS-690514	Clinical trials in cancer	HSPG2 | ERBB4 | KDR
1029.135495429417	-48.2643578750878	1021.8859568431836	0.983443149855475	0.916	543	63	LUAD	RAMUCIRUMAB	Approved in same tumor type	KRAS | KDR | PDGFRA
198.16097967365826	10.8985052259	187.29700231938187	-11.2990185641984	0.0006	512	95	UCEC	VITAXIN	Experimental	PTEN | FLNA | EGF
1137.96698404007	18.0943584367795	1097.081750088824	-3.49754113932886	0.995	169	39	READ	PAZOPANIB	Approved in cancer	KRAS | FGFR1 | PDGFRB
639.0038189440631	125.01810554211	606.3511784737849	50.4151021400125	0.432	57	24	PAAD	RIDAFOROLIMUS	Clinical trials in cancer	KRAS
495.68357315791945	-41.7480327472279	595.7010176404397	37.3706221561737	0.412	57	24	PAAD	CH5132799	Clinical trials in cancer	KRAS
619.7479279304883	-16.9393551229067	641.999985558377	0.00028208987259859	0.491	153	17	BLCA	141400-58-0	Clinical trials in cancer	PIK3CA | TRIO | RET
1064.6960994532992	-10.4347554812721	1029.4207182025991	0.441254274910307	0.922	502	68	KIRC	DOCETAXEL	Approved in cancer	VHL | AKT3 | MTOR
994.8509316656481	-43.5918679543467	986.0343338957856	3.92597452325481	0.873	512	89	UCEC	DOXORUBICIN	Approved in cancer	KMT2A | PIK3CA | ERBB2
201.2369970468799	-73.5909498733048	184.96015693857342	0.116578151573322	0.0004	343	45	HNSC	WX-037	Experimental	PIK3CA
155.0710296898048	54.5959544874092	213.20151306210008	23.9371016952005	0.0004	934	220	BRCA	PARBENDAZOLE	Experimental	PIK3CA | IDH1 | AFF4
260.69977426200296	-17.5718956651889	230.5062705018564	11.5398856917889	0.0006	512	112	UCEC	154447-36-6	Experimental	KRAS | MTOR | PIK3CA
579.8683608011559	-23.9062008254179	565.263729409188	-3.47815710164059	0.413	512	54	UCEC	AMG-337	Clinical trials in cancer	KRAS | ERBB2 | EGFR
231.79704546409363	-1.80319540723343	193.68842714959132	-13.0716731612674	0.0006	264	40	SKCM	DB07268	Experimental	KRAS | AKT3 | MAP2K1
585.6885120841357	30.165200518242	573.0182188415215	-3.70179401950861	0.412	202	23	LAML	BGB-283	Clinical trials in cancer	KRAS | NRAS
784.5818876550017	116.9055386001	753.9838127234536	2.5026129967664	0.623	222	134	LGG	DECITABINE	Approved in other pathologies and in clinical trials in cancer	KRAS | IDH1 | EGFR
470.4097076046897	-1.75404305300975	481.1790586589492	-4.57177665701306	0.311	502	59	KIRC	TENECTEPLASE	Approved in other pathologies	VHL | MTOR
1058.6635674446306	-48.2335123950589	1061.6276847342667	-3.07792164349848	0.957	153	16	BLCA	BEVACIZUMAB	Approved in cancer	CREBBP | CTNNB1 | IDH1
1104.60010032519	55.7222808568214	1080.1376974195941	-15.3614715172738	0.982	169	44	READ	CABOZANTINIB	Approved in cancer	KRAS | NRAS | PIK3CA
1089.789507366422	-44.7258028188847	1016.0724227227352	9.07236456276382	0.93	934	231	BRCA	REGORAFENIB	Approved in cancer	KRAS | RB1 | NF1
174.92320988809252	70.9184856490284	198.28800838012833	23.0158307934894	0.0006	512	71	UCEC	6-CHLORO-9-HYDROXY-1,3-DIMETHYLPYRAZOLO[3,4-B]QUINOLIN-4-ONE	Experimental	KRAS | SOS1 | MAP3K8
510.51568348109345	-35.6819784515577	507.00005091602503	0.000245781369187625	0.341	389	52	LUSC	EDARAVONE	Approved in other pathologies	BRAF | TP53 | MAPK14
637.5043575798072	1.30494639435807	670.6439226646739	-2.28369551076548	0.536	502	63	KIRC	MOTESANIB	Clinical trials in cancer	VHL | MTOR | KDR
245.493067478277	-50.027049572407	224.01954229629766	4.18776055119315	0.0004	264	52	SKCM	FQI1	Experimental	TRIO | GNAS | PIK3CA
762.2448802004129	27.9991179126451	719.6332472497892	-0.398213136280731	0.575	389	39	LUSC	GDC-0068	Clinical trials in cancer	KRAS | PTEN | AKT1
744.5430173948358	79.1286149956016	659.7126264967046	16.033586437317	0.522	202	52	LAML	GSK2636771	Clinical trials in cancer	KRAS | FLT3 | KIT
691.1260250953983	-64.9647486922669	745.7833393233656	-5.54325494161685	0.595	153	23	BLCA	XL765	Clinical trials in cancer	NRAS | PTEN | PIK3CA
557.239385317585	2.38352581269993	592.4360764228913	4.04839742655827	0.422	543	64	LUAD	P7170	Clinical trials in cancer	KRAS | PIK3CA
1066.8880182710348	-17.1696864526691	1042.0870866477167	5.80054806193198	0.93	543	86	LUAD	NERATINIB	Approved in cancer	KRAS | BRAF | EGFR
969.8020329343879	-19.7008348412086	941.3291101750318	2.538072763488	0.822	169	41	READ	OXALIPLATIN	Approved in same tumor type	KRAS | BRAF | ERBB2
1087.9595708461113	10.1316709703124	1071.9886868694978	6.6877741466958	0.981	512	59	UCEC	VINBLASTINE	Approved in cancer	CTNNB1 | CHD8 | MAPK7
576.9416276360485	4.55814457515905	621.9384118479368	2.5823511410465	0.471	512	80	UCEC	LEXIBULIN	Clinical trials in cancer	PIK3CA | TRRAP | EGFR
203.42114782884323	58.4643404729613	192.85680043233128	11.7148309275435	0.0004	202	24	LAML	167869-21-8	Experimental	FLT3 | PTPN11 | MYC
443.43214059677865	39.5157359579399	617.1896457547688	18.565440387139	0.433	264	174	SKCM	UNII-CZP9GB25HO	Clinical trials in cancer	NRAS | BRAF | MAP2K1
713.9201977569627	-44.7002748783605	685.5870164256734	-0.654903024778605	0.543	512	107	UCEC	LINSITINIB	Clinical trials in cancer	KRAS | PIK3CA | PTPN1
1101.9224595834926	24.4711914970479	1092.1424321856198	-0.75513968295121	0.992	389	53	LUSC	REGORAFENIB	Approved in cancer	KRAS | FGFR2 | BRAF
1063.8416342151813	68.4828399011236	1095.0076379848363	-4.98857376071555	0.997	292	40	STAD	COPANLISIB	Approved in cancer	KRAS | PTPN11 | NGF
163.43854490640476	61.7423891409178	188.7899682572404	10.3703762824605	0.0006	502	62	KIRC	L-CANAVANINE	Experimental	VHL | AKT3 | MTOR
460.31852978665023	-23.8096291351142	480.0000408104058	-0.000292122512746573	0.311	934	219	BRCA	DEHYDROEPIANDROSTERONE	Approved in other pathologies	MAP2K1 | PIK3CA | MAPK1
206.97627722019448	95.3512120440824	196.30050410499925	32.5447134789367	0.0006	169	43	READ	TURPENTINE	Experimental	KRAS | NRAS | BRAF
758.9209484167081	-33.9108420593827	742.0423429064983	-1.0060520363063	0.599	343	63	HNSC	ALPELISIB	Clinical trials in cancer	STK11 | PTEN | AKT1
166.94428261916764	-0.824457043639484	182.82980509936493	1.77843929874234	0.0004	543	64	LUAD	DEGUELIN	Experimental	KRAS | PIK3CA
201.24469060545155	77.8655436152916	197.97317862388974	21.4959758053574	0.0004	169	40	READ	NSC632839	Experimental	KRAS | ERBB2 | FGFR1
714.5037482330869	-52.0264917525651	739.8554915905884	17.7840898994123	0.595	423	67	COAD	AZD5363	Clinical trials in cancer	KRAS | PTEN | MTOR
151.02078999208624	-15.9722587697957	188.1413046624827	2.21663953162943	0.0004	153	21	BLCA	TIPIFARNIB-P2	Experimental	FGFR3 | PIK3CA | SOS1
1001.5153591965142	22.0541222541248	999.7305742909824	0.273854765694523	0.891	512	59	UCEC	IDARUBICIN	Approved in cancer	CTNNB1 | FGFR2 | ARNT
1060.0673614054774	96.7927921108851	1022.220743501672	6.59877687900814	0.92	57	25	PAAD	NILOTINIB	Approved in cancer	KRAS | SMAD4
1072.0959680881092	8.49564803084189	1043.2600851496727	-3.30683104231946	0.936	202	30	LAML	SUNITINIB	Approved in cancer	KRAS | FLT3 | KIT
609.5082054602273	-0.283312797973565	581.0312189389942	8.370778868054	0.423	512	56	UCEC	1096708-71-2	Clinical trials in cancer	KRAS | BRAF | RAF1
683.984391908345	-24.8159382348616	731.2689314218056	-19.6052230259913	0.596	512	59	UCEC	RAF265	Clinical trials in cancer	KRAS | BRAF | FGFR1
985.967999206734	92.8674751546624	1009.8885200646256	-5.88080434263355	0.93	57	25	PAAD	RIBOCICLIB	Approved in cancer	KRAS | SMAD4
222.57316590120305	-39.5362358396827	201.30488738743955	5.95418090222756	0.0008	153	16	BLCA	PILARALISIB	Experimental	PIK3CA | SOS1 | HRAS
1069.9488888282956	73.3956035290045	1033.9759106492556	-10.2132399882504	0.92	169	43	READ	LAPATINIB	Approved in cancer	KRAS | BRAF | PIK3CA
190.17208217547852	62.4776234684547	192.88888421822327	4.82232325194781	0.0004	169	38	READ	AURORA KINASE INHIBITOR II	Experimental	KRAS
1078.0346713359231	21.8427041540031	1031.3843459727696	-20.2544818237425	0.933	934	310	BRCA	ABT-199	Approved in cancer	KRAS | TP53 | MAP2K1
479.8338609118234	17.271371666366	643.0821937467496	1.46553362634364	0.422	57	24	PAAD	BI 2536	Clinical trials in cancer	KRAS
1030.9444085847945	-15.9329661343786	1028.284595661036	-1.56215786231439	0.922	599	72	GBM	BORTEZOMIB	Approved in cancer	TP53 | KRAS | FGFR3
976.6184500979432	-23.6939052729571	947.5797611607114	-3.25148975469847	0.832	423	65	COAD	CAPECITABINE	Approved in same tumor type	KRAS | PIK3CA | ERBB2
660.8502670433893	-53.147557468559	660.9482007884092	-4.73380369820006	0.513	343	46	HNSC	1224844-38-5	Clinical trials in cancer	STK11 | PIK3CA
493.2932224878969	-7.73415090600602	542.4103269807308	-5.26543696987574	0.381	169	43	READ	ISOPRENALINE	Approved in other pathologies	KRAS | NRAS | BRAF
977.1026420145791	-0.810060580349841	1034.923578162822	5.18884227043191	0.923	599	121	OV	ABT-199	Approved in cancer	KRAS | TP53 | PIK3CA
108.35633927947305	35.1152810214874	203.1368539193342	2.16714531637012	0.0006	599	67	GBM	GUANOSINE 5&#39;-DIPHOSPHATE	Experimental	KRAS | PTPN11 | PTEN
147.72613447472213	28.4056940721204	210.19713186677612	-4.27956332908525	0.0006	502	62	KIRC	N-{(3R,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N&#39;-(3-CHLOROBENZYL)ETHANE-1,2-DIAMINE	Experimental	VHL | AKT3 | MTOR
179.51099240272762	-8.88447847791235	202.86676797627908	-13.5485248251484	0.0006	512	95	UCEC	3H9O	Experimental	PTEN | SOS1 | PTPN11
142.13162526468153	10.3627711602612	197.86693716826628	16.700981451924	0.0004	512	80	UCEC	VOXTALISIB	Experimental	MTOR | PIK3CA
177.13016499361413	-51.7105627058238	185.848343652312	31.156606043292	0.0006	264	35	SKCM	3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE	Experimental	CYBB | AKT3 | GNAS
1000.3813572942124	5.75851058831654	967.3998013018751	-2.7018070942114	0.853	169	43	READ	IRINOTECAN	Approved in same tumor type	KRAS | BRAF | PIK3CA
189.615116268937	23.0419435590081	211.40521261721733	-11.7816714826517	0.0004	343	49	HNSC	SB 225002	Experimental	RAC1 | PIK3CA | AFF4
175.138983891019	50.7336575696408	187.52818100094646	-1.53287871426733	0.0008	543	92	LUAD	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	Experimental	KRAS | NF1 | NRAS
760.1790521841673	-114.621453537577	738.9896920968856	-15.2581847545339	0.584	264	124	SKCM	SF1126	Clinical trials in cancer	NRAS | KIT | KRAS
935.9682778280215	102.833912730465	943.977681037483	-5.90003600593866	0.834	57	24	PAAD	GEMCITABINE	Approved in same tumor type	KRAS
213.31243891213992	-11.6174491589339	198.66936874834434	-9.48574358668384	0.0006	502	54	KIRC	HYALURONIDASE (HUMAN RECOMBINANT)	Experimental	VHL
897.2507007182734	1.47244485384692	940.0236966429869	-4.15508187925207	0.822	423	96	COAD	CETUXIMAB	Approved in cancer	KRAS | NRAS | BRAF
544.0159977647323	5.60281614751105	588.498412988908	-2.82103521721683	0.424	543	71	LUAD	CH5132799	Clinical trials in cancer	KRAS | BRAF | PIK3CA
224.55114987849618	49.9069456280718	202.85220099031312	6.27774837004768	0.0006	512	59	UCEC	T-5224	Experimental	CTNNB1 | CHD8 | MAPK7
766.8071587979816	93.3633560106459	562.5208690981585	42.7206828988744	0.412	57	24	PAAD	1096708-71-2	Clinical trials in cancer	KRAS
202.30168819280905	52.5207324413862	219.58934870970532	-2.9591784964	0.0006	512	94	UCEC	833481-69-9	Experimental	PTEN | KDR | GNAS
1102.5046730937213	-23.0584898863344	1093.7015608177583	-12.2279313439867	0.997	264	35	SKCM	NILOTINIB	Approved in cancer	RB1 | KIT | KRAS
594.0921484250872	-45.9034901120408	657.897246951746	-0.320017192230353	0.513	343	46	HNSC	CC-223	Clinical trials in cancer	STK11 | PIK3CA
654.4190453613884	62.6906661184172	671.1903282636007	-6.85275318259778	0.511	435	184	THCA	DHA-PACLITAXEL	Clinical trials in cancer	BRAF | TP53
733.158386390994	13.3776393582248	719.2372645169855	-4.16097791844049	0.572	599	78	GBM	BUPARLISIB	Clinical trials in cancer	NRAS | KRAS | PTPN11
745.8770295966042	51.3510860237757	761.0679730593773	1.84962579495809	0.612	57	24	PAAD	5-FLUOROURACIL	Approved in other pathologies and in clinical trials in cancer	KRAS
616.1024734006687	-96.7865869997172	578.2195525459585	-28.243697932041	0.422	264	172	SKCM	XL888	Clinical trials in cancer	NRAS | BRAF
1016.30810441936	32.026406175742	1028.06628070543	10.3405196268881	0.929	202	33	LAML	IMATINIB	Approved in same tumor type	KRAS | FLT3 | KIT
969.5130159933487	2.65340870937388	947.9931202401243	-0.92236305845779	0.824	202	28	LAML	GEMCITABINE	Approved in cancer	KRAS | IDH1 | MYC
1057.389044161938	-24.3952938426576	1075.5283589790922	1.30670592226625	0.97	153	18	BLCA	PALBOCICLIB	Approved in cancer	RB1 | NRAS | PIK3CA
1133.0744833682736	-1.53523786943018	1046.875318020409	-22.1284392098516	0.93	934	227	BRCA	TRAMETINIB	Approved in cancer	KRAS | NF1 | MAP2K1
609.7459006307076	109.727257597787	594.1640885570246	-4.49147266721934	0.422	435	183	THCA	TIVOZANIB	Clinical trials in cancer	BRAF
787.1139254107313	-27.8405036413926	787.0000814844116	0.000620136916495539	0.652	423	77	COAD	METFORMIN	Approved in other pathologies and in clinical trials in cancer	KRAS | NRAS | MTOR
1022.5614584386338	67.9339255652262	1045.8222982925029	9.13039856677801	0.93	202	49	LAML	DASATINIB	Approved in same tumor type	KRAS | KIT | IDH1
714.7658837186392	-33.7433172841104	725.2586881530282	-10.2755398389977	0.565	423	65	COAD	GDC-0032	Clinical trials in cancer	KRAS | PIK3CA | ERBB2
678.5461903092834	60.436915853252	715.7675808132963	7.48165261846498	0.595	512	170	UCEC	PICTILISIB	Clinical trials in cancer	KRAS | NRAS | ZAP70
163.3328410514496	-32.2018811763575	197.6128993147308	-8.96295364342677	0.0006	264	35	SKCM	SD-06	Experimental	CYBB | AKT3 | GNAS
468.819588505362	-16.7431513437571	487.03344835125876	3.28034224262433	0.321	502	63	KIRC	SEMAXANIB	Approved in other pathologies	VHL | MTOR | KDR
130.0893548290421	-14.3839160768643	215.76219349783904	14.9694906571381	0.0004	934	216	BRCA	AZD8186	Experimental	KRAS | PIK3CA
699.1982755228604	-53.1516408662987	715.1647733814827	-2.89151713683077	0.581	543	68	LUAD	CC-401	Clinical trials in cancer	KRAS | SOS1 | MAP2K1
1083.0242118061328	-0.19714121407435	1012.8894571047641	-1.68420573991773	0.91	202	41	LAML	PALBOCICLIB	Approved in cancer	KRAS | FLT3 | NRAS
724.6451620792989	-1.49659135729786	711.4900725149523	-2.92969146803762	0.575	292	30	STAD	GDC-0032	Clinical trials in cancer	KRAS | PIK3CA | IRS1
699.2960224783315	54.5771475634306	669.5200468480089	19.1579654098458	0.533	202	52	LAML	BUPARLISIB	Clinical trials in cancer	KRAS | FLT3 | KIT
735.9987715033334	82.3518009019231	579.9838460925924	-2.89317411945734	0.423	169	40	READ	1096708-71-2	Clinical trials in cancer	KRAS | BRAF | RAF1
725.3851679735747	-23.7688488225669	672.7643965641875	2.35414093042004	0.532	502	65	KIRC	GOSSYPOL	Clinical trials in cancer	VHL | AKT3 | MTOR
601.1461253018542	34.9655696705791	698.339567487825	-4.14331704922546	0.545	169	40	READ	MLN1117	Clinical trials in cancer	KRAS | PIK3CA
100.19906450821854	-20.8563455926034	181.37587704594205	-5.2735918450212	0.0006	423	64	COAD	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE	Experimental	KRAS | MAP2K1 | MAP4K1
144.37813607168846	-29.4440854491344	209.0927425005859	-6.4565140299328	0.0008	153	27	BLCA	PI-103	Experimental	NRAS | PTEN | PIK3CA
194.2000540542079	-27.6870607009196	198.70041239483126	7.71103635819964	0.0006	512	52	UCEC	CIS-VACCENIC ACID	Experimental	CTNNB1 | CHD8 | GSK3B
346.191801976996	-3.34418556070068	370.2126985952916	-0.865360826098822	0.183	264	35	SKCM	DILMAPIMOD	Clinical trials	CYBB | AKT3 | GNAS
886.7944832271963	-32.3268965817062	923.5455159696696	-4.4147684884756	0.822	435	211	THCA	AFATINIB	Approved in cancer	KRAS | NRAS | BRAF
226.85664879297528	-68.1246617413726	203.615807960904	-20.9717672083889	0.0006	512	96	UCEC	BISINDOLYLMALEIMIDE I	Experimental	PTEN | SOS1 | STAT1
574.4476404874705	-44.5572255611234	578.0446300403908	-4.28503900866781	0.424	343	45	HNSC	CH5132799	Clinical trials in cancer	PIK3CA
166.91044096615556	28.3651784984285	176.0151082531608	-23.9481186266246	0.0004	934	220	BRCA	TIPIFARNIB-P2	Experimental	MAP2K1 | PIK3CA | AFF4
609.1777258563463	37.6269527354345	583.3797982902689	16.6226145437095	0.422	169	38	READ	BMS-754807	Clinical trials in cancer	KRAS
296.84260494793324	130.616213661125	182.92777651806279	8.59165358594026	0.0008	169	48	READ	PI-103	Experimental	KRAS | PTPN11 | NRAS
279.9317714110721	-17.0612226185286	213.4748714059989	-4.45049774969652	0.0004	543	97	LUAD	LY2183240	Experimental	KRAS | NRAS | CTNNB1
226.4884117571538	-6.48226278403189	192.69051015663203	7.06362094954045	0.0004	202	23	LAML	GDC-0879	Experimental	KRAS | NRAS
361.33072651652225	-23.0722250314429	364.51122413216694	-4.98742189782558	0.181	169	44	READ	ADENOSINE TRIPHOSPHATE	Clinical trials	KRAS | SMAD4 | NRAS
211.33476424361095	-36.074967952308	214.05820226761256	4.42986058887868	0.0006	543	82	LUAD	4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	Experimental	KRAS | NRAS | BRAF
688.7542457721647	20.5795567586393	715.7193793691379	-6.54067000623104	0.581	512	57	UCEC	SKF-86002	Clinical trials in cancer	VHL | CTNNB1 | MTOR
1045.2533507645314	18.6405221745873	1073.3156046252882	9.75785011361177	0.99	423	100	COAD	RIBOCICLIB	Approved in cancer	KRAS | NRAS | SMAD4
174.89827631790084	42.9110191912427	187.33046795483818	-12.3003382885964	0.0004	202	54	LAML	LY2183240	Experimental	KRAS | FLT3 | NRAS
818.6001461070812	-115.034836784839	798.793785811222	-50.8403250254096	0.593	264	195	SKCM	RO4987655	Clinical trials in cancer	NF1 | NRAS | KIT
653.5079880184759	87.7889843337548	557.0671103844775	6.99055965687364	0.422	169	38	READ	PHENFORMIN	Clinical trials in cancer	KRAS
517.0038807119457	-26.672420569025	497.99992451069403	0.000206156078093045	0.331	57	24	PAAD	ISOPRENALINE	Approved in other pathologies	KRAS
653.1386407895474	-22.9026843225939	682.6897926239299	-6.23932669340206	0.533	502	63	KIRC	OSI-930	Clinical trials in cancer	VHL | MTOR | KDR
171.97085398851377	-33.6232909159924	201.89885506358738	0.899604037596873	0.0004	423	57	COAD	LY-411575	Experimental	KRAS | ERBB2
543.2370640149644	-18.0157368927531	568.1207869233489	8.59273198696019	0.422	423	58	COAD	VE-822	Clinical trials in cancer	KRAS | IDH1 | ATR
448.4159113621611	-29.1534627387545	492.98089346727943	-0.0263281433726661	0.321	435	183	THCA	HEPARIN	Approved in other pathologies	BRAF | SOS1 | ESR1
926.0074331420673	0.633180052475069	936.0605501754487	0.0486094113005038	0.823	202	27	LAML	PEMETREXED	Approved in cancer	KRAS | IDH1
965.5332818505378	-7.01980338998712	941.315978682939	3.59520528167559	0.822	512	79	UCEC	FLOXURIDINE	Approved in cancer	PIK3CA | ERBB2
510.361208159252	84.3380855562821	573.1693555247004	55.7940808546307	0.422	57	24	PAAD	SALIRASIB	Clinical trials in cancer	KRAS
543.5208958208724	-37.9475247690164	568.9969986029821	-2.67077545876009	0.422	343	46	HNSC	LY2780301	Clinical trials in cancer	AKT1 | PIK3CA
259.47046593005	-9.40697046063292	172.45884146206166	-9.28856048363446	0.0004	512	106	UCEC	PKI-402	Experimental	KRAS | PIK3CA
977.6412634372318	43.1048096672751	1036.0268804187508	19.0589464256317	0.923	57	24	PAAD	ABT-199	Approved in cancer	KRAS | TP53
680.5451348838334	11.7195946828812	716.4890132712204	9.86553372053118	0.586	543	91	LUAD	XL765	Clinical trials in cancer	KRAS | NRAS | STK11
556.908074045796	-51.123409365317	599.4367378770178	15.8518224275886	0.424	934	220	BRCA	CH5132799	Clinical trials in cancer	KRAS | ERBB2 | PIK3CA
999.4729206943996	-83.3313404865352	1039.992785179201	4.36959202812523	0.932	153	42	BLCA	BORTEZOMIB	Approved in cancer	CREBBP | FGFR3 | TP53
369.46819549384605	-19.602787754285	363.01601494903736	-4.01917707066013	0.181	423	78	COAD	ADENOSINE TRIPHOSPHATE	Clinical trials	KRAS | NRAS | SMAD4
1116.4807210298986	40.885186644972	1112.249056341387	-16.8941741727233	1.0	512	158	UCEC	DASATINIB	Approved in cancer	KRAS | RB1 | PTEN
1009.0832589430194	13.1456678485343	974.9906620612555	3.72036835418737	0.853	169	41	READ	OLAPARIB	Approved in cancer	KRAS | PIK3CA | ERBB2
1076.1162401298361	-30.3986491636154	1071.0233073798229	2.26118565009756	0.981	423	66	COAD	ERIBULIN	Approved in cancer	TP53 | MTOR | BRAF
218.60949329978547	-84.1027956059928	183.1598370415186	-10.9728939502584	0.0006	264	35	SKCM	BMS-640994	Experimental	CYBB | AKT3 | GNAS
1104.5362857090342	-28.4004037713423	1075.8284917588921	-6.53049234603645	0.97	512	82	UCEC	ADO-TRASTUZUMAB EMTANSINE	Approved in cancer	PIK3CA | ERBB2 | ERBB4
1003.5934828416625	17.7755029510839	1041.3191540868804	7.52677216928282	0.936	502	67	KIRC	PAZOPANIB	Approved in same tumor type	VHL | MTOR | FGFR3
611.0080569301956	-52.4854257549992	582.5660700492734	-10.2611063140894	0.423	543	73	LUAD	POZIOTINIB	Clinical trials in cancer	KRAS | EGFR | ERBB3
709.4319535985994	15.9123370586811	683.1838222089275	2.87284349508491	0.534	502	71	KIRC	NAVITOCLAX	Clinical trials in cancer	VHL | AKT3 | MTOR
272.54419162633695	73.752866371416	187.11013295267233	22.5192618040126	0.0006	435	184	THCA	OBLIMERSON	Experimental	BRAF | TP53
173.17970084162758	-67.6881912559729	203.57702276166566	-10.411518444555	0.0004	153	25	BLCA	PARBENDAZOLE	Experimental	CTNNB1 | FGFR3 | IDH1
774.3155397591728	17.8295312518966	740.1121885300767	-1.64903766174245	0.597	389	50	LUSC	PKI-587	Clinical trials in cancer	KRAS | PTEN | BRAF
481.5710468842618	87.6044006191826	532.1082454729498	-40.8561764517235	0.412	57	24	PAAD	RIGOSERTIB	Clinical trials in cancer	KRAS
692.5157037637343	4.07916707333732	668.5457818451777	5.21516606714817	0.521	502	63	KIRC	SKF-86002	Clinical trials in cancer	VHL | MTOR | KDR
688.6360483426402	-97.1949847211883	731.1966537995806	34.0996130277194	0.566	264	124	SKCM	RAF265	Clinical trials in cancer	KRAS | BRAF | RAF1
190.12801563283688	-20.7485141576366	213.70948836036013	-38.9045655243908	0.0006	264	40	SKCM	6-CHLORO-9-HYDROXY-1,3-DIMETHYLPYRAZOLO[3,4-B]QUINOLIN-4-ONE	Experimental	KRAS | AKT3 | MAP2K1
547.5315708075647	-19.7947640879489	545.8106978995537	3.11406567682457	0.384	512	54	UCEC	RANIBIZUMAB	Approved in other pathologies	VHL | CTNNB1 | MTOR
928.2538330245404	-4.67307382868159	952.4950322942263	-1.77812452647686	0.832	512	80	UCEC	IDELALISIB	Approved in cancer	PIK3CA | BRAF
783.3904200896582	-122.831029101304	761.7043196623501	77.9533658704004	0.594	264	200	SKCM	AZD8330	Clinical trials in cancer	NF1 | NRAS | KIT
235.99538557697755	39.9278640824501	231.00280538158137	19.0508667454724	0.0004	512	80	UCEC	NVP-AEW541	Experimental	PIK3CA | BRAF
1044.9852382136069	31.7525647271389	1024.7743738244437	-15.5526440509288	0.92	169	47	READ	DABRAFENIB	Approved in cancer	KRAS | PTPN11 | NRAS
598.5883855764733	81.7201776633032	586.5310455920226	-20.110948424744	0.412	57	24	PAAD	NVP-AUY922	Clinical trials in cancer	KRAS
661.6841696184641	77.9281247690166	706.2516612624752	-24.9352835587097	0.552	57	24	PAAD	GSK2636771	Clinical trials in cancer	KRAS
